Institution,CIPCODE,CIPCODE_LABEL,ConferralYear,AwardLevel,Completions,Target Program
The University of Olivet,52.0201,"Business Administration and Management, General.",2024,Master's degree,17,X
The University of Tampa,52.1301,Management Science.,2024,Master's degree,11,X
The University of Tampa,13.0301,Curriculum and Instruction.,2024,Master's degree,17,X
The University of Tennessee-Chattanooga,52.1301,Management Science.,2024,Master's degree,19,X
The University of Tennessee-Chattanooga,52.0301,Accounting.,2024,Master's degree,12,X
The University of Tennessee-Chattanooga,52.0201,"Business Administration and Management, General.",2024,Master's degree,97,X
The University of Tennessee-Chattanooga,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,6,X
The University of Tennessee-Chattanooga,11.0701,Computer Science.,2024,Master's degree,13,X
The University of Tennessee-Martin,52.0201,"Business Administration and Management, General.",2024,Master's degree,80,X
The University of Tennessee-Martin,13.1101,Counselor Education/School Counseling and Guidance Services.,2024,Master's degree,24,X
The University of Tennessee-Martin,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,37,X
The University of Texas at Arlington,51.3802,Nursing Administration.,2024,Master's degree,198,X
The University of Texas at Arlington,51.3203,Nursing Education.,2024,Master's degree,119,X
The University of Texas at Arlington,13.0501,Educational/Instructional Technology.,2024,Master's degree,0,X
The University of Texas at Dallas,52.0201,"Business Administration and Management, General.",2024,Master's degree,380,X
The University of Texas at Dallas,11.0401,Information Science/Studies.,2024,Master's degree,800,X
The University of Texas at El Paso,52.0201,"Business Administration and Management, General.",2024,Master's degree,107,X
The University of Texas at El Paso,51.3802,Nursing Administration.,2024,Master's degree,24,X
The University of Texas at El Paso,51.3203,Nursing Education.,2024,Master's degree,8,X
The University of Texas at El Paso,44.0401,Public Administration.,2024,Master's degree,19,X
The University of Texas at El Paso,13.1315,Reading Teacher Education.,2024,Master's degree,2,X
The University of Texas at El Paso,13.1001,"Special Education and Teaching, General.",2024,Master's degree,14,X
The University of Texas at El Paso,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,18,X
The University of Texas at El Paso,13.0101,"Education, General.",2024,Master's degree,55,X
The University of Texas at San Antonio,52.1301,Management Science.,2024,Master's degree,0,X
The University of Texas at San Antonio,52.0801,"Finance, General.",2024,Master's degree,0,X
The University of Texas at San Antonio,13.0101,"Education, General.",2024,Master's degree,0,X
The University of Texas at Tyler,52.0201,"Business Administration and Management, General.",2024,Master's degree,197,X
The University of Texas at Tyler,51.3802,Nursing Administration.,2024,Master's degree,38,X
The University of Texas at Tyler,51.3203,Nursing Education.,2024,Master's degree,28,X
The University of Texas at Tyler,51.2201,"Public Health, General.",2024,Master's degree,12,X
The University of Texas at Tyler,14.1901,Mechanical Engineering.,2024,Master's degree,17,X
The University of Texas at Tyler,14.1001,Electrical and Electronics Engineering.,2024,Master's degree,11,X
The University of Texas at Tyler,14.0801,"Civil Engineering, General.",2024,Master's degree,8,X
The University of Texas at Tyler,13.1315,Reading Teacher Education.,2024,Master's degree,12,X
The University of Texas at Tyler,13.1001,"Special Education and Teaching, General.",2024,Master's degree,12,X
The University of Texas at Tyler,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,78,X
The University of Texas at Tyler,13.0301,Curriculum and Instruction.,2024,Master's degree,41,X
The University of Texas Medical Branch at Galveston,51.3805,Family Practice Nurse/Nursing.,2024,Master's degree,107,X
The University of Texas Medical Branch at Galveston,51.3802,Nursing Administration.,2024,Master's degree,4,X
The University of Texas Medical Branch at Galveston,51.3203,Nursing Education.,2024,Master's degree,4,X
The University of Texas Medical Branch at Galveston,51.0701,Health/Health Care Administration/Management.,2024,Master's degree,4,X
The University of Texas Permian Basin,44.0701,Social Work.,2024,Master's degree,0,X
The University of Texas Permian Basin,13.1101,Counselor Education/School Counseling and Guidance Services.,2024,Master's degree,5,X
Thomas College,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,3,X
Thomas College,13.0101,"Education, General.",2024,Master's degree,10,X
Thomas College,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2024,Master's degree,6,X
Thomas Edison State University,52.0301,Accounting.,2024,Master's degree,2,X
Thomas Edison State University,52.0201,"Business Administration and Management, General.",2024,Master's degree,70,X
Thomas Edison State University,13.0501,Educational/Instructional Technology.,2024,Master's degree,8,X
Thomas Edison State University,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,11,X
Thomas Edison State University,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2024,Master's degree,18,X
Thomas Edison State University,11.0103,Information Technology.,2024,Master's degree,11,X
Thomas M Cooley Law School,22.0201,"Advanced Legal Research/Studies, General.",2024,Master's degree,0,X
Thomas University,52.0201,"Business Administration and Management, General.",2024,Master's degree,18,X
Thomas University,51.3801,Registered Nursing/Registered Nurse.,2024,Master's degree,3,X
Thomas University,51.1508,Mental Health Counseling/Counselor.,2024,Master's degree,26,X
Thomas University,13.1205,Secondary Education and Teaching.,2024,Master's degree,2,X
Thomas University,13.1202,Elementary Education and Teaching.,2024,Master's degree,50,X
Thomas University,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,54,X
Thomas University,13.0301,Curriculum and Instruction.,2024,Master's degree,64,X
Tiffin University,52.0213,Organizational Leadership.,2024,Master's degree,0,X
Tiffin University,13.0501,Educational/Instructional Technology.,2024,Master's degree,0,X
Toccoa Falls College,52.0213,Organizational Leadership.,2024,Master's degree,5,X
Touro University California,51.2201,"Public Health, General.",2024,Master's degree,78,X
Touro University Nevada,13.0101,"Education, General.",2024,Master's degree,17,X
Touro University Worldwide,51.0701,Health/Health Care Administration/Management.,2024,Master's degree,30,X
Touro University Worldwide,44.0401,Public Administration.,2024,Master's degree,11,X
Touro University Worldwide,42.2804,Industrial and Organizational Psychology.,2024,Master's degree,40,X
Touro University Worldwide,42.2803,Counseling Psychology.,2024,Master's degree,51,X
Touro University Worldwide,30.7102,Business Analytics.,2024,Master's degree,6,X
Towson University,13.1315,Reading Teacher Education.,2024,Master's degree,14,X
Towson University,13.1205,Secondary Education and Teaching.,2024,Master's degree,1,X
Towson University,13.1202,Elementary Education and Teaching.,2024,Master's degree,0,X
Towson University,13.1001,"Special Education and Teaching, General.",2024,Master's degree,38,X
Towson University,13.0501,Educational/Instructional Technology.,2024,Master's degree,137,X
Towson University,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,43,X
Towson University,13.0101,"Education, General.",2024,Master's degree,29,X
Towson University,11.0103,Information Technology.,2024,Master's degree,42,X
Trevecca Nazarene University,52.0213,Organizational Leadership.,2024,Master's degree,21,X
Trevecca Nazarene University,51.0701,Health/Health Care Administration/Management.,2024,Master's degree,21,X
Trevecca Nazarene University,44.0401,Public Administration.,2024,Master's degree,1,X
Trevecca Nazarene University,31.0504,Sport and Fitness Administration/Management.,2024,Master's degree,1,X
Trevecca Nazarene University,13.0501,Educational/Instructional Technology.,2024,Master's degree,9,X
Trine University-Regional/Non-Traditional Campuses,52.0213,Organizational Leadership.,2024,Master's degree,20,X
Trine University-Regional/Non-Traditional Campuses,52.0201,"Business Administration and Management, General.",2024,Master's degree,143,X
Trine University-Regional/Non-Traditional Campuses,30.7102,Business Analytics.,2024,Master's degree,737,X
Trine University-Regional/Non-Traditional Campuses,11.0401,Information Science/Studies.,2024,Master's degree,1377,X
Trinity Baptist College,13.1001,"Special Education and Teaching, General.",2024,Master's degree,0,X
Trinity Baptist College,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,1,X
Trinity Baptist College,13.0301,Curriculum and Instruction.,2024,Master's degree,0,X
Trinity Washington University,52.0213,Organizational Leadership.,2024,Master's degree,5,X
Trinity Washington University,52.0201,"Business Administration and Management, General.",2024,Master's degree,2,X
Trinity Washington University,51.2201,"Public Health, General.",2024,Master's degree,0,X
Trinity Washington University,13.0301,Curriculum and Instruction.,2024,Master's degree,9,X
Troy University,51.3801,Registered Nursing/Registered Nurse.,2024,Master's degree,65,X
Troy University,44.0701,Social Work.,2024,Master's degree,139,X
Troy University,44.0401,Public Administration.,2024,Master's degree,39,X
Troy University,31.0504,Sport and Fitness Administration/Management.,2024,Master's degree,25,X
Troy University,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,4,X
Truett McConnell University,52.0301,Accounting.,2024,Master's degree,0,X
Truett McConnell University,52.0201,"Business Administration and Management, General.",2024,Master's degree,16,X
Truman State University,51.1508,Mental Health Counseling/Counselor.,2024,Master's degree,6,X
Truman State University,13.1101,Counselor Education/School Counseling and Guidance Services.,2024,Master's degree,5,X
Tufts University,52.0201,"Business Administration and Management, General.",2024,Master's degree,56,X
Tulane University of Louisiana,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,1,X
Tulane University of Louisiana,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2024,Master's degree,13,X
Tulane University of Louisiana,11.0101,"Computer and Information Sciences, General.",2024,Master's degree,5,X
Tusculum University,52.0201,"Business Administration and Management, General.",2024,Master's degree,40,X
Tusculum University,31.0504,Sport and Fitness Administration/Management.,2024,Master's degree,23,X
Tusculum University,13.0101,"Education, General.",2024,Master's degree,37,X
University at Buffalo,25.0101,Library and Information Science.,2024,Master's degree,130,X
University at Buffalo,13.0501,Educational/Instructional Technology.,2024,Master's degree,1,X
University of Alabama at Birmingham,13.0301,Curriculum and Instruction.,2024,Master's degree,10,X
University of Alabama in Huntsville,52.0203,"Logistics, Materials, and Supply Chain Management.",2024,Master's degree,10,X
University of Alabama in Huntsville,51.3801,Registered Nursing/Registered Nurse.,2024,Master's degree,111,X
University of Alabama in Huntsville,13.1202,Elementary Education and Teaching.,2024,Master's degree,3,X
University of Alaska Anchorage,52.0203,"Logistics, Materials, and Supply Chain Management.",2024,Master's degree,5,X
University of Alaska Anchorage,51.2201,"Public Health, General.",2024,Master's degree,11,X
University of Alaska Anchorage,44.0701,Social Work.,2024,Master's degree,37,X
University of Alaska Anchorage,44.0401,Public Administration.,2024,Master's degree,2,X
University of Alaska Anchorage,13.1001,"Special Education and Teaching, General.",2024,Master's degree,1,X
University of Alaska Anchorage,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,5,X
University of Alaska Fairbanks,52.0201,"Business Administration and Management, General.",2024,Master's degree,41,X
University of Alaska Fairbanks,13.1101,Counselor Education/School Counseling and Guidance Services.,2024,Master's degree,9,X
University of Alaska Fairbanks,13.1001,"Special Education and Teaching, General.",2024,Master's degree,5,X
University of Alaska Southeast,44.0401,Public Administration.,2024,Master's degree,16,X
University of Alaska Southeast,13.1202,Elementary Education and Teaching.,2024,Master's degree,12,X
University of Alaska Southeast,13.0101,"Education, General.",2024,Master's degree,0,X
University of Arizona,51.0701,Health/Health Care Administration/Management.,2024,Master's degree,39,X
University of Arkansas,52.0301,Accounting.,2024,Master's degree,65,X
University of Arkansas,51.3801,Registered Nursing/Registered Nurse.,2024,Master's degree,9,X
University of Arkansas,44.0701,Social Work.,2024,Master's degree,44,X
University of Arkansas,14.1001,Electrical and Electronics Engineering.,2024,Master's degree,20,X
University of Arkansas,13.1001,"Special Education and Teaching, General.",2024,Master's degree,16,X
University of Arkansas,13.0501,Educational/Instructional Technology.,2024,Master's degree,15,X
University of Arkansas,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,31,X
University of Arkansas at Little Rock,52.1301,Management Science.,2024,Master's degree,15,X
University of Arkansas at Little Rock,52.0201,"Business Administration and Management, General.",2024,Master's degree,24,X
University of Arkansas at Little Rock,44.0701,Social Work.,2024,Master's degree,94,X
University of Arkansas at Little Rock,13.1315,Reading Teacher Education.,2024,Master's degree,11,X
University of Arkansas at Little Rock,13.0501,Educational/Instructional Technology.,2024,Master's degree,2,X
University of Arkansas at Little Rock,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,1,X
University of Arkansas at Little Rock,11.0401,Information Science/Studies.,2024,Master's degree,37,X
University of Arkansas at Monticello,13.1205,Secondary Education and Teaching.,2024,Master's degree,139,X
University of Arkansas at Monticello,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,3,X
University of Arkansas for Medical Sciences,51.0701,Health/Health Care Administration/Management.,2024,Master's degree,12,X
University of Arkansas Grantham,52.0213,Organizational Leadership.,2024,Master's degree,25,X
University of Arkansas Grantham,52.0201,"Business Administration and Management, General.",2024,Master's degree,43,X
University of Arkansas Grantham,51.3802,Nursing Administration.,2024,Master's degree,12,X
University of Arkansas Grantham,51.3203,Nursing Education.,2024,Master's degree,8,X
University of Arkansas Grantham,51.0701,Health/Health Care Administration/Management.,2024,Master's degree,28,X
University of Arkansas Grantham,11.0103,Information Technology.,2024,Master's degree,13,X
University of Arkansas-Fort Smith,51.0701,Health/Health Care Administration/Management.,2024,Master's degree,15,X
University of Baltimore,52.0301,Accounting.,2024,Master's degree,4,X
University of Baltimore,52.0201,"Business Administration and Management, General.",2024,Master's degree,73,X
University of Bridgeport,51.3802,Nursing Administration.,2024,Master's degree,2,X
University of Central Arkansas,52.1301,Management Science.,2024,Master's degree,17,X
University of Central Arkansas,52.0201,"Business Administration and Management, General.",2024,Master's degree,75,X
University of Central Arkansas,31.0504,Sport and Fitness Administration/Management.,2024,Master's degree,16,X
University of Central Arkansas,13.1001,"Special Education and Teaching, General.",2024,Master's degree,15,X
University of Central Arkansas,13.0501,Educational/Instructional Technology.,2024,Master's degree,6,X
University of Central Florida,51.3801,Registered Nursing/Registered Nurse.,2024,Master's degree,65,X
University of Central Florida,44.0701,Social Work.,2024,Master's degree,231,X
University of Central Florida,44.0401,Public Administration.,2024,Master's degree,92,X
University of Central Florida,14.1901,Mechanical Engineering.,2024,Master's degree,43,X
University of Central Florida,14.0801,"Civil Engineering, General.",2024,Master's degree,30,X
University of Central Florida,13.1315,Reading Teacher Education.,2024,Master's degree,15,X
University of Central Florida,13.1205,Secondary Education and Teaching.,2024,Master's degree,10,X
University of Central Florida,13.0501,Educational/Instructional Technology.,2024,Master's degree,44,X
University of Central Florida,13.0101,"Education, General.",2024,Master's degree,8,X
University of Central Missouri,51.3805,Family Practice Nurse/Nursing.,2024,Master's degree,50,X
University of Central Missouri,25.0101,Library and Information Science.,2024,Master's degree,27,X
University of Central Missouri,13.1202,Elementary Education and Teaching.,2024,Master's degree,23,X
University of Central Missouri,13.0501,Educational/Instructional Technology.,2024,Master's degree,18,X
University of Central Oklahoma,51.3801,Registered Nursing/Registered Nurse.,2024,Master's degree,13,X
University of Central Oklahoma,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,54,X
University of Central Oklahoma,13.0301,Curriculum and Instruction.,2024,Master's degree,7,X
University of Cincinnati-Main Campus,52.1301,Management Science.,2024,Master's degree,118,X
University of Cincinnati-Main Campus,52.0201,"Business Administration and Management, General.",2024,Master's degree,257,X
University of Cincinnati-Main Campus,51.3805,Family Practice Nurse/Nursing.,2024,Master's degree,162,X
University of Cincinnati-Main Campus,51.3802,Nursing Administration.,2024,Master's degree,0,X
University of Cincinnati-Main Campus,51.0701,Health/Health Care Administration/Management.,2024,Master's degree,53,X
University of Cincinnati-Main Campus,51.0203,Speech-Language Pathology/Pathologist.,2024,Master's degree,98,X
University of Cincinnati-Main Campus,31.0504,Sport and Fitness Administration/Management.,2024,Master's degree,90,X
University of Cincinnati-Main Campus,27.0305,Financial Mathematics.,2024,Master's degree,55,X
University of Cincinnati-Main Campus,22.0201,"Advanced Legal Research/Studies, General.",2024,Master's degree,27,X
University of Cincinnati-Main Campus,14.1901,Mechanical Engineering.,2024,Master's degree,55,X
University of Cincinnati-Main Campus,14.1001,Electrical and Electronics Engineering.,2024,Master's degree,35,X
University of Cincinnati-Main Campus,13.1315,Reading Teacher Education.,2024,Master's degree,17,X
University of Cincinnati-Main Campus,13.1001,"Special Education and Teaching, General.",2024,Master's degree,18,X
University of Cincinnati-Main Campus,13.0501,Educational/Instructional Technology.,2024,Master's degree,10,X
University of Cincinnati-Main Campus,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,46,X
University of Cincinnati-Main Campus,13.0301,Curriculum and Instruction.,2024,Master's degree,41,X
University of Cincinnati-Main Campus,11.0103,Information Technology.,2024,Master's degree,773,X
University of Colorado Boulder,52.0213,Organizational Leadership.,2024,Master's degree,81,X
University of Colorado Colorado Springs,52.0201,"Business Administration and Management, General.",2024,Master's degree,76,X
University of Colorado Colorado Springs,51.3801,Registered Nursing/Registered Nurse.,2024,Master's degree,45,X
University of Colorado Colorado Springs,44.0401,Public Administration.,2024,Master's degree,29,X
University of Colorado Colorado Springs,13.1001,"Special Education and Teaching, General.",2024,Master's degree,17,X
University of Colorado Denver/Anschutz Medical Campus,52.0801,"Finance, General.",2024,Master's degree,28,X
University of Colorado Denver/Anschutz Medical Campus,25.0101,Library and Information Science.,2024,Master's degree,37,X
University of Colorado Denver/Anschutz Medical Campus,11.0401,Information Science/Studies.,2024,Master's degree,162,X
University of Connecticut,52.0301,Accounting.,2024,Master's degree,77,X
University of Dallas,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2024,Master's degree,40,X
University of Dayton,22.0203,American/U.S. Law/Legal Studies/Jurisprudence.,2024,Master's degree,37,X
University of Delaware,51.3203,Nursing Education.,2024,Master's degree,0,X
University of Delaware,44.0401,Public Administration.,2024,Master's degree,29,X
University of Delaware,30.7102,Business Analytics.,2024,Master's degree,32,X
University of Delaware,14.1901,Mechanical Engineering.,2024,Master's degree,27,X
University of Delaware,13.1001,"Special Education and Teaching, General.",2024,Master's degree,28,X
University of Delaware,13.0501,Educational/Instructional Technology.,2024,Master's degree,9,X
University of Detroit Mercy,52.0201,"Business Administration and Management, General.",2024,Master's degree,50,X
University of Detroit Mercy,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2024,Master's degree,19,X
University of Evansville,52.0213,Organizational Leadership.,2024,Master's degree,15,X
University of Evansville,51.2201,"Public Health, General.",2024,Master's degree,2,X
University of Evansville,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,32,X
University of Florida,52.0201,"Business Administration and Management, General.",2024,Master's degree,894,X
University of Florida,51.2201,"Public Health, General.",2024,Master's degree,120,X
University of Florida,31.0504,Sport and Fitness Administration/Management.,2024,Master's degree,136,X
University of Florida,14.1901,Mechanical Engineering.,2024,Master's degree,89,X
University of Florida,14.1001,Electrical and Electronics Engineering.,2024,Master's degree,219,X
University of Florida,14.0801,"Civil Engineering, General.",2024,Master's degree,50,X
University of Florida,13.1315,Reading Teacher Education.,2024,Master's degree,23,X
University of Florida,13.1001,"Special Education and Teaching, General.",2024,Master's degree,52,X
University of Florida,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,35,X
University of Florida,13.0301,Curriculum and Instruction.,2024,Master's degree,75,X
University of Fort Lauderdale,52.0201,"Business Administration and Management, General.",2024,Master's degree,5,X
University of Hartford,52.0301,Accounting.,2024,Master's degree,25,X
University of Hartford,51.3802,Nursing Administration.,2024,Master's degree,29,X
University of Hartford,13.1001,"Special Education and Teaching, General.",2024,Master's degree,61,X
University of Holy Cross,52.0201,"Business Administration and Management, General.",2024,Master's degree,1,X
University of Holy Cross,51.1508,Mental Health Counseling/Counselor.,2024,Master's degree,27,X
University of Holy Cross,13.1101,Counselor Education/School Counseling and Guidance Services.,2024,Master's degree,0,X
University of Holy Cross,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,7,X
University of Holy Cross,13.0301,Curriculum and Instruction.,2024,Master's degree,9,X
University of Houston-Clear Lake,25.0101,Library and Information Science.,2024,Master's degree,18,X
University of Houston-Downtown,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,0,X
University of Houston-Victoria,52.0201,"Business Administration and Management, General.",2024,Master's degree,162,X
University of Houston-Victoria,31.0504,Sport and Fitness Administration/Management.,2024,Master's degree,3,X
University of Houston-Victoria,13.1001,"Special Education and Teaching, General.",2024,Master's degree,17,X
University of Houston-Victoria,13.0501,Educational/Instructional Technology.,2024,Master's degree,8,X
University of Houston-Victoria,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,44,X
University of Houston-Victoria,13.0301,Curriculum and Instruction.,2024,Master's degree,21,X
University of Houston-Victoria,11.0701,Computer Science.,2024,Master's degree,13,X
University of Houston-Victoria,11.0401,Information Science/Studies.,2024,Master's degree,23,X
University of Idaho,44.0401,Public Administration.,2024,Master's degree,6,X
University of Idaho,42.0101,"Psychology, General.",2024,Master's degree,17,X
University of Illinois Chicago,52.0201,"Business Administration and Management, General.",2024,Master's degree,267,X
University of Illinois Chicago,51.2201,"Public Health, General.",2024,Master's degree,165,X
University of Illinois Springfield,52.0201,"Business Administration and Management, General.",2024,Master's degree,174,X
University of Illinois Springfield,51.2201,"Public Health, General.",2024,Master's degree,10,X
University of Illinois Springfield,44.0501,"Public Policy Analysis, General.",2024,Master's degree,2,X
University of Illinois Springfield,44.0401,Public Administration.,2024,Master's degree,49,X
University of Illinois Springfield,27.0305,Financial Mathematics.,2024,Master's degree,17,X
University of Illinois Springfield,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2024,Master's degree,31,X
University of Illinois Springfield,11.0701,Computer Science.,2024,Master's degree,224,X
University of Indianapolis,51.3805,Family Practice Nurse/Nursing.,2024,Master's degree,4,X
University of Indianapolis,51.3802,Nursing Administration.,2024,Master's degree,1,X
University of Indianapolis,51.3203,Nursing Education.,2024,Master's degree,5,X
University of Indianapolis,51.2201,"Public Health, General.",2024,Master's degree,3,X
University of Indianapolis,51.0701,Health/Health Care Administration/Management.,2024,Master's degree,3,X
University of Iowa,13.0101,"Education, General.",2024,Master's degree,25,X
University of Jamestown,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,45,X
University of Kansas,52.0213,Organizational Leadership.,2024,Master's degree,4,X
University of Kansas,51.2201,"Public Health, General.",2024,Master's degree,23,X
University of Kansas,9.0702,Digital Communication and Media/Multimedia.,2024,Master's degree,16,X
University of Kentucky,51.3801,Registered Nursing/Registered Nurse.,2024,Master's degree,7,X
University of Kentucky,44.0501,"Public Policy Analysis, General.",2024,Master's degree,11,X
University of Kentucky,25.0101,Library and Information Science.,2024,Master's degree,98,X
University of Kentucky,13.0501,Educational/Instructional Technology.,2024,Master's degree,6,X
University of Kentucky,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,9,X
University of Louisiana at Lafayette,51.3801,Registered Nursing/Registered Nurse.,2024,Master's degree,38,X
University of Louisiana at Lafayette,13.0301,Curriculum and Instruction.,2024,Master's degree,7,X
University of Louisiana at Lafayette,11.0701,Computer Science.,2024,Master's degree,29,X
University of Louisiana at Monroe,52.0201,"Business Administration and Management, General.",2024,Master's degree,41,X
University of Louisiana at Monroe,51.3801,Registered Nursing/Registered Nurse.,2024,Master's degree,27,X
University of Louisiana at Monroe,44.0401,Public Administration.,2024,Master's degree,16,X
University of Louisiana at Monroe,42.0101,"Psychology, General.",2024,Master's degree,49,X
University of Louisiana at Monroe,13.1205,Secondary Education and Teaching.,2024,Master's degree,4,X
University of Louisiana at Monroe,13.1202,Elementary Education and Teaching.,2024,Master's degree,3,X
University of Louisiana at Monroe,13.1101,Counselor Education/School Counseling and Guidance Services.,2024,Master's degree,20,X
University of Louisiana at Monroe,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,58,X
University of Louisiana at Monroe,13.0301,Curriculum and Instruction.,2024,Master's degree,36,X
University of Lynchburg,52.0213,Organizational Leadership.,2024,Master's degree,8,X
University of Lynchburg,52.0201,"Business Administration and Management, General.",2024,Master's degree,24,X
University of Lynchburg,51.2201,"Public Health, General.",2024,Master's degree,12,X
University of Lynchburg,51.0701,Health/Health Care Administration/Management.,2024,Master's degree,0,X
University of Maine,52.1301,Management Science.,2024,Master's degree,153,X
University of Maine,51.3801,Registered Nursing/Registered Nurse.,2024,Master's degree,11,X
University of Maine,44.0701,Social Work.,2024,Master's degree,48,X
University of Maine,13.1315,Reading Teacher Education.,2024,Master's degree,9,X
University of Maine,13.1205,Secondary Education and Teaching.,2024,Master's degree,6,X
University of Maine,13.1001,"Special Education and Teaching, General.",2024,Master's degree,22,X
University of Maine,13.0501,Educational/Instructional Technology.,2024,Master's degree,18,X
University of Maine,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,10,X
University of Maine,13.0301,Curriculum and Instruction.,2024,Master's degree,22,X
University of Maine,11.0103,Information Technology.,2024,Master's degree,16,X
University of Maine at Augusta,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2024,Master's degree,9,X
University of Maine at Presque Isle,52.0213,Organizational Leadership.,2024,Master's degree,14,X
University of Mary,52.0213,Organizational Leadership.,2024,Master's degree,7,X
University of Mary,52.0201,"Business Administration and Management, General.",2024,Master's degree,92,X
University of Mary,51.3805,Family Practice Nurse/Nursing.,2024,Master's degree,0,X
University of Mary,51.3802,Nursing Administration.,2024,Master's degree,15,X
University of Mary,51.3203,Nursing Education.,2024,Master's degree,5,X
University of Mary,51.1508,Mental Health Counseling/Counselor.,2024,Master's degree,25,X
University of Mary,44.0401,Public Administration.,2024,Master's degree,0,X
University of Mary,13.1315,Reading Teacher Education.,2024,Master's degree,14,X
University of Mary,13.1001,"Special Education and Teaching, General.",2024,Master's degree,15,X
University of Mary Hardin-Baylor,52.0301,Accounting.,2024,Master's degree,5,X
University of Mary Hardin-Baylor,52.0201,"Business Administration and Management, General.",2024,Master's degree,19,X
University of Mary Hardin-Baylor,11.0401,Information Science/Studies.,2024,Master's degree,20,X
University of Maryland Global Campus,52.1302,Business Statistics.,2024,Master's degree,83,X
University of Maryland Global Campus,52.0213,Organizational Leadership.,2024,Master's degree,63,X
University of Maryland Global Campus,52.0201,"Business Administration and Management, General.",2024,Master's degree,1356,X
University of Maryland Global Campus,13.1205,Secondary Education and Teaching.,2024,Master's degree,33,X
University of Maryland Global Campus,13.0501,Educational/Instructional Technology.,2024,Master's degree,25,X
University of Maryland Global Campus,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2024,Master's degree,895,X
University of Maryland Global Campus,11.0401,Information Science/Studies.,2024,Master's degree,350,X
University of Maryland-Baltimore County,13.0501,Educational/Instructional Technology.,2024,Master's degree,17,X
University of Massachusetts Global,52.0213,Organizational Leadership.,2024,Master's degree,143,X
University of Massachusetts Global,52.0201,"Business Administration and Management, General.",2024,Master's degree,77,X
University of Massachusetts Global,51.1508,Mental Health Counseling/Counselor.,2024,Master's degree,13,X
University of Massachusetts Global,44.0701,Social Work.,2024,Master's degree,282,X
University of Massachusetts Global,44.0401,Public Administration.,2024,Master's degree,12,X
University of Massachusetts Global,13.1205,Secondary Education and Teaching.,2024,Master's degree,62,X
University of Massachusetts Global,13.1202,Elementary Education and Teaching.,2024,Master's degree,101,X
University of Massachusetts Global,13.1101,Counselor Education/School Counseling and Guidance Services.,2024,Master's degree,100,X
University of Massachusetts Global,13.1001,"Special Education and Teaching, General.",2024,Master's degree,73,X
University of Massachusetts Global,13.0501,Educational/Instructional Technology.,2024,Master's degree,4,X
University of Massachusetts Global,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,27,X
University of Massachusetts Global,13.0301,Curriculum and Instruction.,2024,Master's degree,3,X
University of Massachusetts Global,13.0101,"Education, General.",2024,Master's degree,67,X
University of Massachusetts-Amherst,52.0301,Accounting.,2024,Master's degree,153,X
University of Massachusetts-Amherst,51.3801,Registered Nursing/Registered Nurse.,2024,Master's degree,18,X
University of Massachusetts-Amherst,51.0701,Health/Health Care Administration/Management.,2024,Master's degree,0,X
University of Massachusetts-Amherst,30.7102,Business Analytics.,2024,Master's degree,271,X
University of Massachusetts-Amherst,11.0701,Computer Science.,2024,Master's degree,320,X
University of Massachusetts-Boston,13.0501,Educational/Instructional Technology.,2024,Master's degree,6,X
University of Massachusetts-Dartmouth,51.3203,Nursing Education.,2024,Master's degree,9,X
University of Massachusetts-Dartmouth,44.0501,"Public Policy Analysis, General.",2024,Master's degree,17,X
University of Massachusetts-Lowell,52.1301,Management Science.,2024,Master's degree,36,X
